japanese_moon_stations-12,Roof Top,109074,Sadalmelik,22.096399,-0.319851,2.95,-3.078,4910.0,Aqr,7,Aquarius
korean-081,Warehouse of Sky,109074,Sadalmelik,22.096399,-0.319851,2.95,-3.078,4910.0,Aqr,7,Aquarius
romanian-Var,He Who Pours Out the Water,109074,Sadalmelik,22.096399,-0.319851,2.95,-3.078,4910.0,Aqr,7,Aquarius
western-Aqr,Aquarius,109074,Sadalmelik,22.096399,-0.319851,2.95,-3.078,4910.0,Aqr,7,Aquarius
arabic-002,The Well-bucket,109139,,22.107286,-13.869679,4.29,0.64,10970.0,Aqr,5,Aquarius
chinese-135,Line of Ramparts,109139,,22.107286,-13.869679,4.29,0.64,10970.0,Aqr,5,Aquarius
korean-090,Rampart,109139,,22.107286,-13.869679,4.29,0.64,10970.0,Aqr,5,Aquarius
romanian-Var,He Who Pours Out the Water,109139,,22.107286,-13.869679,4.29,0.64,10970.0,Aqr,5,Aquarius
western-Aqr,Aquarius,109139,,22.107286,-13.869679,4.29,0.64,10970.0,Aqr,5,Aquarius
arabic-002,The Well-bucket,110003,Ancha,22.280565,-7.78329,4.17,0.373,4890.0,Aqr,4,Aquarius
chinese-169,Weeping,110003,Ancha,22.280565,-7.78329,4.17,0.373,4890.0,Aqr,4,Aquarius
korean-083,Cover of House,110003,Ancha,22.280565,-7.78329,4.17,0.373,4890.0,Aqr,4,Aquarius
western-Aqr,Aquarius,110003,Ancha,22.280565,-7.78329,4.17,0.373,4890.0,Aqr,4,Aquarius
arabic-002,The Well-bucket,110395,Sadachbia,22.360938,-1.387331,3.86,0.356,10545.0,Aqr,8,Aquarius
arabic_moon_stations-025,The Lucky stars of the tents,110395,Sadachbia,22.360938,-1.387331,3.86,0.356,10545.0,Aqr,8,Aquarius
chinese-072,Tomb Vassal of Rooftop,110395,Sadachbia,22.360938,-1.387331,3.86,0.356,10545.0,Aqr,8,Aquarius
egyptian-016,Giant,110395,Sadachbia,22.360938,-1.387331,3.86,0.356,10545.0,Aqr,8,Aquarius
indian-N24,hundred cures,110395,Sadachbia,22.360938,-1.387331,3.86,0.356,10545.0,Aqr,8,Aquarius
korean-082,Tomb,110395,Sadachbia,22.360938,-1.387331,3.86,0.356,10545.0,Aqr,8,Aquarius
romanian-Var,He Who Pours Out the Water,110395,Sadachbia,22.360938,-1.387331,3.86,0.356,10545.0,Aqr,8,Aquarius
western-Aqr,Aquarius,110395,Sadachbia,22.360938,-1.387331,3.86,0.356,10545.0,Aqr,8,Aquarius
arabic-002,The Well-bucket,110960,,22.480531,-0.019972,3.65,1.401,6700.0,Aqr,6,Aquarius
arabic_moon_stations-025,The Lucky stars of the tents,110960,,22.480531,-0.019972,3.65,1.401,6700.0,Aqr,6,Aquarius
chinese-072,Tomb Vassal of Rooftop,110960,,22.480531,-0.019972,3.65,1.401,6700.0,Aqr,6,Aquarius
korean-082,Tomb,110960,,22.480531,-0.019972,3.65,1.401,6700.0,Aqr,6,Aquarius
romanian-Var,He Who Pours Out the Water,110960,,22.480531,-0.019972,3.65,1.401,6700.0,Aqr,6,Aquarius
western-Aqr,Aquarius,110960,,22.480531,-0.019972,3.65,1.401,6700.0,Aqr,6,Aquarius
arabic-002,The Well-bucket,111123,,22.510782,-10.67795,4.82,0.078,10458.0,Aqr,4,Aquarius
chinese-135,Line of Ramparts,111123,,22.510782,-10.67795,4.82,0.078,10458.0,Aqr,4,Aquarius
korean-090,Rampart,111123,,22.510782,-10.67795,4.82,0.078,10458.0,Aqr,4,Aquarius
western-Aqr,Aquarius,111123,,22.510782,-10.67795,4.82,0.078,10458.0,Aqr,4,Aquarius
arabic-002,The Well-bucket,111497,,22.589272,-0.117498,4.04,0.482,11180.0,Aqr,7,Aquarius
arabic_moon_stations-025,The Lucky stars of the tents,111497,,22.589272,-0.117498,4.04,0.482,11180.0,Aqr,7,Aquarius
chinese-072,Tomb Vassal of Rooftop,111497,,22.589272,-0.117498,4.04,0.482,11180.0,Aqr,7,Aquarius
egyptian-016,Giant,111497,,22.589272,-0.117498,4.04,0.482,11180.0,Aqr,7,Aquarius
korean-082,Tomb,111497,,22.589272,-0.117498,4.04,0.482,11180.0,Aqr,7,Aquarius
romanian-Var,He Who Pours Out the Water,111497,,22.589272,-0.117498,4.04,0.482,11180.0,Aqr,7,Aquarius
western-Aqr,Aquarius,111497,,22.589272,-0.117498,4.04,0.482,11180.0,Aqr,7,Aquarius
arabic-002,The Well-bucket,112716,,22.826528,-13.592632,4.05,-0.892,3850.0,Aqr,5,Aquarius
chinese-290,Palace Guard,112716,,22.826528,-13.592632,4.05,-0.892,3850.0,Aqr,5,Aquarius
korean-091,Troops of Sky,112716,,22.826528,-13.592632,4.05,-0.892,3850.0,Aqr,5,Aquarius
romanian-Var,He Who Pours Out the Water,112716,,22.826528,-13.592632,4.05,-0.892,3850.0,Aqr,5,Aquarius
western-Aqr,Aquarius,112716,,22.826528,-13.592632,4.05,-0.892,3850.0,Aqr,5,Aquarius
arabic-002,The Well-bucket,112961,,22.87691,-7.579599,3.73,-1.631,3712.0,Aqr,5,Aquarius
chinese-135,Line of Ramparts,112961,,22.87691,-7.579599,3.73,-1.631,3712.0,Aqr,5,Aquarius
korean-090,Rampart,112961,,22.87691,-7.579599,3.73,-1.631,3712.0,Aqr,5,Aquarius
romanian-Var,He Who Pours Out the Water,112961,,22.87691,-7.579599,3.73,-1.631,3712.0,Aqr,5,Aquarius
western-Aqr,Aquarius,112961,,22.87691,-7.579599,3.73,-1.631,3712.0,Aqr,5,Aquarius
arabic-002,The Well-bucket,113136,Skat,22.910837,-15.82082,3.27,-0.191,8756.0,Aqr,4,Aquarius
chinese-290,Palace Guard,113136,Skat,22.910837,-15.82082,3.27,-0.191,8756.0,Aqr,4,Aquarius
romanian-Var,He Who Pours Out the Water,113136,Skat,22.910837,-15.82082,3.27,-0.191,8756.0,Aqr,4,Aquarius
western-Aqr,Aquarius,113136,Skat,22.910837,-15.82082,3.27,-0.191,8756.0,Aqr,4,Aquarius
arabic-002,The Well-bucket,113368,Fomalhaut,22.960838,-29.622236,1.17,1.737,8118.0,PsA,6,Piscis Austrinus
arabic-038,The Southern Whale,113368,Fomalhaut,22.960838,-29.622236,1.17,1.737,8118.0,PsA,6,Piscis Austrinus
chinese-042,North Gate of the Military Camp,113368,Fomalhaut,22.960838,-29.622236,1.17,1.737,8118.0,PsA,6,Piscis Austrinus
hawaiian_starlines-LUP,Kite of Kawelo,113368,Fomalhaut,22.960838,-29.622236,1.17,1.737,8118.0,PsA,6,Piscis Austrinus
korean-092,Village for Patrol,113368,Fomalhaut,22.960838,-29.622236,1.17,1.737,8118.0,PsA,6,Piscis Austrinus
western-PsA,Piscis Austrinus,113368,Fomalhaut,22.960838,-29.622236,1.17,1.737,8118.0,PsA,6,Piscis Austrinus
arabic-002,The Well-bucket,114341,,23.157443,-21.17241,3.68,-0.915,4487.0,Aqr,4,Aquarius
chinese-290,Palace Guard,114341,,23.157443,-21.17241,3.68,-0.915,4487.0,Aqr,4,Aquarius
korean-091,Troops of Sky,114341,,23.157443,-21.17241,3.68,-0.915,4487.0,Aqr,4,Aquarius
western-Aqr,Aquarius,114341,,23.157443,-21.17241,3.68,-0.915,4487.0,Aqr,4,Aquarius
arabic-002,The Well-bucket,114855,,23.264859,-9.087737,4.24,0.929,4652.0,Aqr,5,Aquarius
chinese-290,Palace Guard,114855,,23.264859,-9.087737,4.24,0.929,4652.0,Aqr,5,Aquarius
korean-091,Troops of Sky,114855,,23.264859,-9.087737,4.24,0.929,4652.0,Aqr,5,Aquarius
tukano-004,A kind of fish,114855,,23.264859,-9.087737,4.24,0.929,4652.0,Aqr,5,Aquarius
western-Aqr,Aquarius,114855,,23.264859,-9.087737,4.24,0.929,4652.0,Aqr,5,Aquarius
arabic-002,The Well-bucket,115438,,23.382842,-20.10058,3.96,0.461,4697.0,Aqr,6,Aquarius
chinese-290,Palace Guard,115438,,23.382842,-20.10058,3.96,0.461,4697.0,Aqr,6,Aquarius
korean-091,Troops of Sky,115438,,23.382842,-20.10058,3.96,0.461,4697.0,Aqr,6,Aquarius
romanian-Var,He Who Pours Out the Water,115438,,23.382842,-20.10058,3.96,0.461,4697.0,Aqr,6,Aquarius
tukano-003,Caridean Shrimp,115438,,23.382842,-20.10058,3.96,0.461,4697.0,Aqr,6,Aquarius
western-Aqr,Aquarius,115438,,23.382842,-20.10058,3.96,0.461,4697.0,Aqr,6,Aquarius
arabic-003,The Eagle,93244,,18.993711,15.068298,4.02,0.636,4697.0,Aql,3,Aquila
korean-265,Butchery,93244,,18.993711,15.068298,4.02,0.636,4697.0,Aql,3,Aquila
western-Aql,Aquila,93244,,18.993711,15.068298,4.02,0.636,4697.0,Aql,3,Aquila
arabic-003,The Eagle,93747,,19.090169,13.863478,2.99,0.961,9339.0,Aql,4,Aquila
chinese-022,Heavenly Market Left Wall,93747,,19.090169,13.863478,2.99,0.961,9339.0,Aql,4,Aquila
korean-251,Market Fence,93747,,19.090169,13.863478,2.99,0.961,9339.0,Aql,4,Aquila
western-Aql,Aquila,93747,,19.090169,13.863478,2.99,0.961,9339.0,Aql,4,Aquila
arabic-003,The Eagle,93805,,19.10415,-4.882554,3.43,0.536,11554.0,Aql,4,Aquila
chinese-209,Market Officer,93805,,19.10415,-4.882554,3.43,0.536,11554.0,Aql,4,Aquila
korean-043,Head of Town,93805,,19.10415,-4.882554,3.43,0.536,11554.0,Aql,4,Aquila
western-Aql,Aquila,93805,,19.10415,-4.882554,3.43,0.536,11554.0,Aql,4,Aquila
arabic-003,The Eagle,95501,,19.424972,3.114775,3.36,2.405,7122.0,Aql,4,Aquila
chinese-287,Right Flag,95501,,19.424972,3.114775,3.36,2.405,7122.0,Aql,4,Aquila
korean-057,Right Flag,95501,,19.424972,3.114775,3.36,2.405,7122.0,Aql,4,Aquila
western-Aql,Aquila,95501,,19.424972,3.114775,3.36,2.405,7122.0,Aql,4,Aquila
arabic-003,The Eagle,97278,Tarazed,19.770994,10.613261,2.72,-2.695,3977.0,Aql,10,Aquila
boorong-Tot,Purple crowned lorikeet,97278,Tarazed,19.770994,10.613261,2.72,-2.695,3977.0,Aql,10,Aquila
chinese-093,Drum at the River,97278,Tarazed,19.770994,10.613261,2.72,-2.695,3977.0,Aql,10,Aquila
egyptian-016,Giant,97278,Tarazed,19.770994,10.613261,2.72,-2.695,3977.0,Aql,10,Aquila
indian-N22,The Ear,97278,Tarazed,19.770994,10.613261,2.72,-2.695,3977.0,Aql,10,Aquila
inuit-001,Two Sunbeams,97278,Tarazed,19.770994,10.613261,2.72,-2.695,3977.0,Aql,10,Aquila
korean-055,Drum of River,97278,Tarazed,19.770994,10.613261,2.72,-2.695,3977.0,Aql,10,Aquila
romanian-Fap,The Emperor’s Daughter with a Yoke,97278,Tarazed,19.770994,10.613261,2.72,-2.695,3977.0,Aql,10,Aquila
tukano-002,Armadillo,97278,Tarazed,19.770994,10.613261,2.72,-2.695,3977.0,Aql,10,Aquila
western-Aql,Aquila,97278,Tarazed,19.770994,10.613261,2.72,-2.695,3977.0,Aql,10,Aquila
arabic-003,The Eagle,97649,Altair,19.846388,8.868322,0.76,2.21,7645.0,Aql,13,Aquila
boorong-Tot,Purple crowned lorikeet,97649,Altair,19.846388,8.868322,0.76,2.21,7645.0,Aql,13,Aquila
chinese-093,Drum at the River,97649,Altair,19.846388,8.868322,0.76,2.21,7645.0,Aql,13,Aquila
egyptian-016,Giant,97649,Altair,19.846388,8.868322,0.76,2.21,7645.0,Aql,13,Aquila
hawaiian_starlines-NAV,Navigator's Triangle,97649,Altair,19.846388,8.868322,0.76,2.21,7645.0,Aql,13,Aquila
indian-N22,The Ear,97649,Altair,19.846388,8.868322,0.76,2.21,7645.0,Aql,13,Aquila
inuit-001,Two Sunbeams,97649,Altair,19.846388,8.868322,0.76,2.21,7645.0,Aql,13,Aquila
korean-055,Drum of River,97649,Altair,19.846388,8.868322,0.76,2.21,7645.0,Aql,13,Aquila
mongolian-004,The Three Stags,97649,Altair,19.846388,8.868322,0.76,2.21,7645.0,Aql,13,Aquila
romanian-Fap,The Emperor’s Daughter with a Yoke,97649,Altair,19.846388,8.868322,0.76,2.21,7645.0,Aql,13,Aquila
sami-007,Morning Star,97649,Altair,19.846388,8.868322,0.76,2.21,7645.0,Aql,13,Aquila
tukano-002,Armadillo,97649,Altair,19.846388,8.868322,0.76,2.21,7645.0,Aql,13,Aquila
western-Aql,Aquila,97649,Altair,19.846388,8.868322,0.76,2.21,7645.0,Aql,13,Aquila
arabic-003,The Eagle,97804,,19.874547,1.005661,3.87,-4.265,5790.0,Aql,4,Aquila
chinese-216,Celestial Drumstick,97804,,19.874547,1.005661,3.87,-4.265,5790.0,Aql,4,Aquila
korean-057,Right Flag,97804,,19.874547,1.005661,3.87,-4.265,5790.0,Aql,4,Aquila
western-Aql,Aquila,97804,,19.874547,1.005661,3.87,-4.265,5790.0,Aql,4,Aquila
arabic-003,The Eagle,98036,Alshain,19.921887,6.406763,3.71,3.027,5153.0,Aql,8,Aquila
boorong-Tot,Purple crowned lorikeet,98036,Alshain,19.921887,6.406763,3.71,3.027,5153.0,Aql,8,Aquila
chinese-093,Drum at the River,98036,Alshain,19.921887,6.406763,3.71,3.027,5153.0,Aql,8,Aquila
indian-N22,The Ear,98036,Alshain,19.921887,6.406763,3.71,3.027,5153.0,Aql,8,Aquila
korean-055,Drum of River,98036,Alshain,19.921887,6.406763,3.71,3.027,5153.0,Aql,8,Aquila
romanian-Fap,The Emperor’s Daughter with a Yoke,98036,Alshain,19.921887,6.406763,3.71,3.027,5153.0,Aql,8,Aquila
tukano-002,Armadillo,98036,Alshain,19.921887,6.406763,3.71,3.027,5153.0,Aql,8,Aquila
western-Aql,Aquila,98036,Alshain,19.921887,6.406763,3.71,3.027,5153.0,Aql,8,Aquila
arabic-003,The Eagle,99473,,20.188413,-0.821461,3.24,-1.477,10749.0,Aql,4,Aquila
chinese-216,Celestial Drumstick,99473,,20.188413,-0.821461,3.24,-1.477,10749.0,Aql,4,Aquila
korean-057,Right Flag,99473,,20.188413,-0.821461,3.24,-1.477,10749.0,Aql,4,Aquila
western-Aql,Aquila,99473,,20.188413,-0.821461,3.24,-1.477,10749.0,Aql,4,Aquila
arabic-004,The Censer,82363,,16.82976,-59.041378,3.77,-1.043,3868.0,Ara,4,Ara
chinese-089,Tortoise,82363,,16.82976,-59.041378,3.77,-1.043,3868.0,Ara,4,Ara
tupi-001,White Ostrich,82363,,16.82976,-59.041378,3.77,-1.043,3868.0,Ara,4,Ara
western-Ara,Ara,82363,,16.82976,-59.041378,3.77,-1.043,3868.0,Ara,4,Ara
arabic-004,The Censer,83081,,16.977006,-55.990141,3.12,-2.746,3889.0,Ara,4,Ara
chinese-089,Tortoise,83081,,16.977006,-55.990141,3.12,-2.746,3889.0,Ara,4,Ara
tupi-001,White Ostrich,83081,,16.977006,-55.990141,3.12,-2.746,3889.0,Ara,4,Ara
western-Ara,Ara,83081,,16.977006,-55.990141,3.12,-2.746,3889.0,Ara,4,Ara
arabic-004,The Censer,85258,,17.421665,-55.529884,2.84,-3.644,4027.0,Ara,3,Ara
chinese-054,Pestle In Winnowing Basket Mansion,85258,,17.421665,-55.529884,2.84,-3.644,4027.0,Ara,3,Ara
western-Ara,Ara,85258,,17.421665,-55.529884,2.84,-3.644,4027.0,Ara,3,Ara
arabic-004,The Censer,85267,,17.423239,-56.377727,3.31,-4.356,13675.0,Ara,3,Ara
chinese-089,Tortoise,85267,,17.423239,-56.377727,3.31,-4.356,13675.0,Ara,3,Ara
western-Ara,Ara,85267,,17.423239,-56.377727,3.31,-4.356,13675.0,Ara,3,Ara
arabic-004,The Censer,85727,,17.518318,-60.683848,3.6,-0.315,11806.0,Ara,3,Ara
chinese-089,Tortoise,85727,,17.518318,-60.683848,3.6,-0.315,11806.0,Ara,3,Ara
western-Ara,Ara,85727,,17.518318,-60.683848,3.6,-0.315,11806.0,Ara,3,Ara
arabic-004,The Censer,85792,,17.530695,-49.876145,2.84,-1.728,13018.0,Ara,5,Ara
chinese-054,Pestle In Winnowing Basket Mansion,85792,,17.530695,-49.876145,2.84,-1.728,13018.0,Ara,5,Ara
korean-037,Forcast,85792,,17.530695,-49.876145,2.84,-1.728,13018.0,Ara,5,Ara
tupi-001,White Ostrich,85792,,17.530695,-49.876145,2.84,-1.728,13018.0,Ara,5,Ara
western-Ara,Ara,85792,,17.530695,-49.876145,2.84,-1.728,13018.0,Ara,5,Ara
arabic-004,The Censer,88714,,18.11052,-50.091477,3.65,-3.334,11709.0,Ara,3,Ara
korean-037,Forcast,88714,,18.11052,-50.091477,3.65,-3.334,11709.0,Ara,3,Ara
western-Ara,Ara,88714,,18.11052,-50.091477,3.65,-3.334,11709.0,Ara,3,Ara
arabic-005,The Ram,8832,Mesarthim,1.89217,19.293852,3.88,0.372,10334.0,Ari,10,Aries
arabic_moon_stations-001,The Two signs,8832,Mesarthim,1.89217,19.293852,3.88,0.372,10334.0,Ari,10,Aries
belarusian-013,The Ram,8832,Mesarthim,1.89217,19.293852,3.88,0.372,10334.0,Ari,10,Aries
chinese-014,Bond,8832,Mesarthim,1.89217,19.293852,3.88,0.372,10334.0,Ari,10,Aries
dakota-008,Dried Red Willow,8832,Mesarthim,1.89217,19.293852,3.88,0.372,10334.0,Ari,10,Aries
indian-N01,Twin physician of Gods,8832,Mesarthim,1.89217,19.293852,3.88,0.372,10334.0,Ari,10,Aries
japanese_moon_stations-16,Hill,8832,Mesarthim,1.89217,19.293852,3.88,0.372,10334.0,Ari,10,Aries
korean-109,Watchtower,8832,Mesarthim,1.89217,19.293852,3.88,0.372,10334.0,Ari,10,Aries
romanian-Ber,The Ram,8832,Mesarthim,1.89217,19.293852,3.88,0.372,10334.0,Ari,10,Aries
western-Ari,Aries,8832,Mesarthim,1.89217,19.293852,3.88,0.372,10334.0,Ari,10,Aries
arabic-005,The Ram,8903,Sheratan,1.910668,20.808035,2.64,1.365,7985.0,Ari,10,Aries
arabic_moon_stations-001,The Two signs,8903,Sheratan,1.910668,20.808035,2.64,1.365,7985.0,Ari,10,Aries
belarusian-013,The Ram,8903,Sheratan,1.910668,20.808035,2.64,1.365,7985.0,Ari,10,Aries
chinese-014,Bond,8903,Sheratan,1.910668,20.808035,2.64,1.365,7985.0,Ari,10,Aries
dakota-008,Dried Red Willow,8903,Sheratan,1.910668,20.808035,2.64,1.365,7985.0,Ari,10,Aries
indian-N01,Twin physician of Gods,8903,Sheratan,1.910668,20.808035,2.64,1.365,7985.0,Ari,10,Aries
japanese_moon_stations-16,Hill,8903,Sheratan,1.910668,20.808035,2.64,1.365,7985.0,Ari,10,Aries
korean-109,Watchtower,8903,Sheratan,1.910668,20.808035,2.64,1.365,7985.0,Ari,10,Aries
romanian-Ber,The Ram,8903,Sheratan,1.910668,20.808035,2.64,1.365,7985.0,Ari,10,Aries
western-Ari,Aries,8903,Sheratan,1.910668,20.808035,2.64,1.365,7985.0,Ari,10,Aries
arabic-005,The Ram,9884,Hamal,2.119555,23.462423,2.01,0.486,4574.0,Ari,9,Aries
arabic_moon_stations-001,The Two signs,9884,Hamal,2.119555,23.462423,2.01,0.486,4574.0,Ari,9,Aries
belarusian-013,The Ram,9884,Hamal,2.119555,23.462423,2.01,0.486,4574.0,Ari,9,Aries
chinese-014,Bond,9884,Hamal,2.119555,23.462423,2.01,0.486,4574.0,Ari,9,Aries
dakota-008,Dried Red Willow,9884,Hamal,2.119555,23.462423,2.01,0.486,4574.0,Ari,9,Aries
japanese_moon_stations-16,Hill,9884,Hamal,2.119555,23.462423,2.01,0.486,4574.0,Ari,9,Aries
korean-109,Watchtower,9884,Hamal,2.119555,23.462423,2.01,0.486,4574.0,Ari,9,Aries
